ft,id,lg,predicted_label,classification_result,correct,article_link
"_ 9 H ill _^ _— _P I ¦-î _*_ _j __ àm \\\ _ _S BU'B _"" -Œ F _SW _^ B T ~ S 8 BH i € i ™ JgÈ ***** m m WÊ _InHÉ _^ S § ï H 1 s""L * w i _t-_^ i * _^ 3 _f „ « s _ H __!_ 9 > _¦_. TKI *^** ti'4 « î ^^ _HBjf "" -. ..- : u « B _' ____¦ :'¦ •¦ /^ _^ H _^ F' 4-VT P _^ ^__k*imW'KAm¦'m _^__k*imW'KAm¦'m""mW__¦1V«___M•Le mW__¦1V«___M _^__k*imW'KAm¦'m""mW__¦1V«___M•Le Père Noël recevra tous les enfants sages au 3 me étage de nos magasins, mercredi de 14 h à 18 h AVISContrairement AVISContrairement à ce qui a paru dans la presse locale le Père Noël sera aux Armourins, Saint-Aubin aujourd'hui, 5 décembre, de 14 h 30 à 17 h Armourins, Couvet jeudi 7 décembre, de 14 h 30 à 17 h Armourins, Geneveys-sur-Coffrane vendredi 8 décembre, de 14 h 30 à 17 h ",EXP-1972-12-05-a-i0326,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1972-12-05-a-i0326
"Monsieur Armand Depraz ; Monsieur et Madame Pierre Pfœffli-Depraz ; Monsieur et Madame Daniel Kyburz et leurs enfants, Magali et Stéphane, ainsi que les familles parentes et alliées, ont le chagrin de faire part du décès de Madame Armand DEPRAZ née Emma PILET leur très chère épouse, maman, bellemaman, grand-maman, arrière-grandmaman, parente et amie, enlevée à leur tendre affection dans sa 77 me année, après une longue maladie supportée avec courage. 2000 Neuchâtel, le 18 décembre 1972. (Côte 119) Le monde passera ; ce superbe édifice, un jour s'ébranlera jusqu'en ses fondements. L'incinération aura lieu jeudi 21 décembre. Culte à la chapelle du crématoire, à 15 heures. Domicile mortuaire : pavillon du cimetière de Beauregard. Cet avis tient lieu de lettre de faire part ¦ ¦¦ l—WIM———¦ W—II _^ _HIl ¦¦ ",EXP-1972-12-20-a-i0017,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1972-12-20-a-i0017
"VILLE DE LUXEMBOURG. AVIS Les listes électorales pour les Cham bres de Commerce, des Employés privés et de Travail, arrêtées provisoirement sont déposées à l'inspection du public au secrétariat municipal chambre No. 6. Tous recours auxquels ces listes pourraient donner lieu sont à présenter au plus tard jusqu'au 21 janvier 1949. Aucun recours ne sera recevable devant le juge de paix si le collège des bourgmestre et échevins n'en a été préalablement saisi. Tout individu indûment inscrit, omis ou rayé, pourra présenter un recours, par écrit ou verbalement, au secrétariat de la commune, en y joignant les pièces justificatives dont il entend faire usage. Communiqué par l'Administration 5820 Communale. ",tageblatt-1949-01-11-a-i0070,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/tageblatt-1949-01-11-a-i0070
"Par mon exploit du 24 octobre 1949, Marie-Thérèse HERMANN, sans état, épouse de Jacques CLEMENS, avec lequel elle est domiciliée de droit, mais de fait résidant séparée de lui à Esch-s.- 1 Alzette, rue Stalingrad 2, pour laquelle est constitué et occupera Me. Nicolas HAAS, avocat-avoué, dt. à Luxembourg, a fait signifier à son dit mari Jacques CLEMENS, ouvrier d'usine, dt. ci-avant à Esch-s.-Alzette, act. sans domicile ni résidence connus, les actes de procédure préliminaire prévue en matière de divorce avec ASSIGNATION à comparaître par ministère d'avoué dans le délai de la loi, huitaine franche, outre les délais de la distance s'il y a lieu, à 3 heures de relevée, devant le tribunal civil de l'arrondissement de et à Luxembourg, pour voir admettre le divorce avec toutes ses << conséquences de fait et de droit, en outre voir confier la garde tant provisoire que définitive des 3 enfants mineurs Nicolas-Jean -Pierre, Charles-Alphonse et Marie-Catherine les CLEMENS à la mère, voir réserver à la requérante tous droits de demander une pension alimentaire pour elle et les enfants; et ordonner quant aux mesures accessoires l'exécution provisoire du jugement nonobstant opposition ou appel et sans caution s'entendre condamner aux dépens. Pour extrait, Auguste CONSELMAN, huissier 3282 à Luxembourg, 45, Grand'rue. ",tageblatt-1949-10-25-a-i0126,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/tageblatt-1949-10-25-a-i0126
"Sa>»^i fWj _^ SJrim "" L _^ sont vendue ® _UsDGiritfoft j »..'•*"" ¦-'-•'•-'¦ V.-'. ¦ -- ¦-¦¦.-.-.-.-•-•--............................... ¦¦.. _....... _........................ _................ ¦ ¦. _> : ¦'-:- ¦ : ¦¦-» _: ¦ : --- ;,--- ; "" : •: ¦ : "" -: ¦ : :-'-!.: _¦ :-:-'•. 1 _mT ÉfË SÊl f m À ¦ ¦ ¦¦¦ :: Am \ y _'''¦ ''. _2 _^ m ^^ àml _^ _t _^ imm _^ -¦ ¦ AgÊLw ¦ ^^« Wyffi _^ _. ;., _^ _p Aw _^ mwf _^ _^ AW _^ 9 _^ ¦''-- _^ _tf--'-[ M, ",IMP-1974-01-12-a-i0175,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/IMP-1974-01-12-a-i0175
"PUBLICITE... ~ Genève Conservatoire de Musique mardi 25 février 1986 -18 h, Programme -Shigenori Kudo, flûtiste -Marielle Nordmann, harpiste. Bach (1685-1750) Sonate en sol mineur Chopin (1810 ~ 1849) Variations sur un Thème de Hossini pour flûte et harpe Schubert (1797-1828) , Sonate en ré majeur Glinka (1804-1857) Nocturne Godefroid Danse des sylphes (pièces pour harpe seule) Spohr (1784-1859) Sonate en ré majeur Avec la collaboration de Wisrner-Casetti. imprésario Entrée : Frs 4 Entrée : étudiants, enfants Jusqu'à 16 ans, AVS Frs 2 Location : Au Grand Passage Ouverture des caisses dès 17 h 30 au Conservatoire ",JDG-1986-02-24-a-i0086,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/JDG-1986-02-24-a-i0086
",....... ; --. ; -- _. {J -------. ~~·. rAym, )~... tvR ~. ~~. ~~~ ------- ~ ,., ""'""':'. lecteurs, donnez-nous votre En juillet et en août, notre quotidien. a publié chaque jour trois pages estivales, Nous. serions heureux de connaître votre avis sur ce « Journal de votre été » ,-et aussi de recueillir vos suggestions. Pour cela, il vous suffit de renvoyer la grille ci-dessous dûment remplie avant le 15 septembre 1986 à l'adresse suivante : « Pages Etê », Journal de Genèvevease postale 439,1211 Genève 11, ou Gazette de Lausanne, case 765,1001 Lausanne. Nous, publierons les résultats de cette enquête durant l'automne, et vous remercions d'avan ~ e de votre participation. , Lectrices : "" ,,'. "" i : I. J'ai aimé le (( Journal de 'Votre été » : ÇJ beaucoup o un peu, o pas du. tout I II. avis ! .,., _____ ,... 0 .-. __ III. Van prochain, je souhaiterais trou'Ver aussi : ........ : ;. J ~~ "" ~ .,.: "", "" ..';, "". "" -o. "". ;. ~-0 0.0.00.'~"""". 0. i ~'~. ;. >.';'\','., I ,, ~ ., oo,,, oo oo : oo 01 · oo. 'f, ',, '"" v, "". ... ~· :: ;. f :: / .: ~· ,: ; ""'... ...., 01 • ••• •••••• ••••••••••••••• ••••••••• •• • •••••• ~~ : ;, ~.'r. -, ; 2 3. 4. : S. 6 : 7. 8. Au nombre. des .... briquespubliées, j'ai particulièrement apprêciê ;. n Les reportages-escapades de première page . tJ Les) eux "" o. Les feuilletons.''. o Lès animaux et lès : plantes 'de Paul, Schauenberg', DOLes photographiès, éommentées par Charles-Henri Favrod .. 0 : Les ~ rtraitscde jeunes dessinateurs de BD ;'0 Lès extraits-d'anciens guides de voyage D'La carte météo romande quotidienne, avec sa BD .'.', .. En : revan ~ hè, ~ ri ~~ i ~ às', d ~ tout â, pprécié : ..: ~ :. ~'-:. ;'...: ~ :, ; ~'~ : i f ~. : e,'-'.., ~. """" oo. . ~ 1 "" ~ ""', j'.: ""I,., . ~ : ~ ; ;~.': ~.'r, .. : ~' : ~•••••••••, "". ~'~'~•••• ~.'. . ~,, '"". . Y'r i'....,-'.';, J. i .,. J "" ""'. "" .,'oo : ~ t...'~ ..:.. ~; :.,., \ . ~~, ~.'~ :.. .:. oo, :'Nom, : Prénom, : ,..,. ........ ~.', ; : i :': ,., .:. , ~.. .....................,', ,.. "" .....'! "" ~, ;••• :'~ : ~ "" ~, ,-,.- (.'. NPA Localité •••••••••••••••••••••••••••••• ~'oo ",JDG-1986-09-02-a-i0027,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/JDG-1986-09-02-a-i0027
"vois postaux spéciaux Lausanne-Lucarne Locarno et retour 32-23 mai 1946 La vente des iqlis timbres PRO AERO durera, p )^ nj'{tjùs les' bureaux de poste, jusqu'au 20 mai. Jusqu'à cette date, les envois peuvent être adressés à l'office d'expédition des lettres de Lausanne, Lucerne ou de Locarno. Achetez les timbres PRO AERO Donnez à nos jeûnas aviateurs les possibilités qu'ils méritent. Aidez-les à voler toujours plus et dans les meilleures conditions. Utilisez les vols postaux spéciaux ",GDL-1946-05-10-a-i0081,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/GDL-1946-05-10-a-i0081
"JEUNE FILLE trouverait bonne place d'aide de ménage (auprès d'une seconde aide) dans jeune famille avec uarçon de trois ans et bébé de 4 mois. On parle le bon allemand ; l'enfant également. — Leçons de langue allemande Mme Marie-Antoinette Butsch-Zemp, pianiiti, Aadorf près Winterthour. « ",GDL-1946-05-02-a-i0112,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/GDL-1946-05-02-a-i0112
"ANGLETERRE On cherche deux jeunes filles pour le service des chambres, dans famille distinguée de deux personnes, sœurs ou amies. Voyage payé au retour. Bon ment assuré. Renseign. en Suisse. — Ecrire : Mrs i P. L. Dannar, Frensham Honse n Farnham, Bnrtey, Importante entreprise cherche pour son servies technique à Lausanne employées pour service dn téléphone et travaux généraux ^ bureau-Place stable bien rétribuée pour jeune fille ayant de bonnes notions d'allemand, rapide au calcul, sachant écrire couramment à la machine et la sténographie. Age 20-24 ans. Faire offres avec photo et indication de la date d'entrée la plus proche, sous chiffre T 12098 Y à Publicitas, Berne. ",GDL-1946-08-17-a-i0077,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/GDL-1946-08-17-a-i0077
"Je placerai immédiatement CAPITAUX IMPORTANTS dans entreprise commerciale ou industrielle de bonne renommée et susceptible de développement, à Lausanne, ""et m'y associerai activement en qualité de directeur commercial, gérant où chef supérieur. Lès meilleures références pourront être fournies à mon sujet. Intermédiaires et maisons çn réelles difficultés s'abstiendront de répondre. Ecrire sous chiffre P. L S 388 S L. à Publicitas, Lausanne. ",GDL-1946-08-14-a-i0047,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/GDL-1946-08-14-a-i0047
". ..,,, On cherche JEUNE HOMME on JEUNE FILLE comme volontaire dans maison de commerce et de fabrication de h Suisse orientale. Bonne occasion de se perfectionner dans la langue allemande. — Offres avec copies de certificats, prétentions et photo à Hauptpostfach 823 Saint-Gall. ",GDL-1946-04-20-a-i0117,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/GDL-1946-04-20-a-i0117
"Que désire-t-on ? En matière de transports par chemin de fer ou camion, que désire le public ? Du travail bien fait, de la sécurité et des prix abordables. ;~;;. ; Ces trois qualités ne peuvent être garanties si chacun agit à sa guise, si le « gâche-métier ». se ; \ multiplie. C'est pourquoi les transports publics .. doivent être organisés tout en laissant leur plein essor aux initiatives intelligentes ! C'est ce qu'assure l'art. 23 ter qu'accepteront en confiance tous les citoyens plaçant l'intérêt général au-dessus des intérêts privés. Votez Oui Comité vaudois d'actionpour la coordination dn trafic Le président : E. HIRZEL. ",GDL-1946-02-07-a-i0085,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/GDL-1946-02-07-a-i0085
"ISi vous avez un avis urgent à nous transmettre .,. Nous rappelons que les avis urgente (avis de naissances, avis tardifs, avis mortuaires) doivent être adressés comme suit FEUILLE D'AVIS DE NEUCHÂTEL AVIS URGENT à l'exclusion d'autres mentions telles que noms de personnes, direction, imprimerie, etc. La publication d'annonces dont l'adresse n'est pas conforme à l'indication ci-dessus pourrait subir des retards dont nous ne saurions être rendus responsables. Feuille d'avis de Neuchâtel ",EXP-1968-05-09-a-i0035,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1968-05-09-a-i0035
"wsm^Slma&%*, ^fefe^s—mimmHHH^aunMama Encore3jourspourprofiterdenossoldesdessoldes \\\\\\\\\\\& jê _' ~ -- _$ _-'_^ MuSp. i ^^ _k. M-- _; v _:'_— 'BB ^^ B ^"" _- ""'_^-"" ^*^ B _^^ M _^ Îù _& -K : _^. _^ fil''¦'¦¦ ¦""'-'¦ SA BiB Wft _^ B £ | j BBHËJK Sri _^ l ^^^^ r _^ SB nousliquidonslerestedenotrestockàdesprixdéfianttoutescomparaisons nousliquidonslerestedenotrestockàdesprixdéfianttoutescomparaisonsJUGEZ : BASRAYONNEBASNYLONBASNYLONBASNYLONBASMOUSSE BASRAYONNEBASNYLONBASNYLONBASNYLONBASMOUSSEentièrement diminués 60 / 15 couture noire seulement 51 / 15 1 er choix 51 / 15 Seulement pointures 8 _^ -9 10 et 10 _^ Valeur llIPj Valeur';',- j Valeur _^ ÊÊU _USU \ Va'JEm wr Valeur _^ Brmk ¦ 2,95 m'* 3 "" H 1 4'JnÉÊ r _"" ¦ 4.95 dk P _^ \ 5.90 _* _±. J _&'TOUT DOIT SE VENDRE LES DERNIERS Pe„*¦»,.»simP,=,*,„„.,.»ii.1JUJAldJbantsdouoiesnommesQ _Pe„*¦»,.»simP,=,*,„„.,.»ii.1JUJAldJbantsdouoiesnommesQSOLDE 10.-/.-JL. ™ S. "" et I I H _^ _^ ff _^ B Valeur 19.80 SOLDÉ W ¦ ",EXP-1957-01-31-a-i0108,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1957-01-31-a-i0108
"VILLEJEfil NEUCHATEL Votations fédérale et cantonale des 2 et 3 mars 1957 Avis aux électeurs Les électeurs de la circonscription communale qui doivent s'absenter de la localité les samedi 2 et dimanche 3 mars 1957 peuvent exercer leur droit de vote les jeudi 28 février, vendredi ler mars de 0 h. à 24 h. bu le samedi 2 mars de 0 h. à 10 h. soit au Poste de police en dehors des heures d'ouverture des bureaux, soit à la Police des habitants. Les militaires mobilisés entre le 20 février et ie 2 mars peuvent voter dès le 20 février, soit au Poste de police, en dehors des heures d'ouverture des bureaux, soit à la Police des habitants où le matériel de vote leur sera remis sur présentation de l'ordre de marche. Le Conseil communal. ",EXP-1957-02-20-a-i0033,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1957-02-20-a-i0033
"ta ___ wmmmmm. œmmmmnTr t Repose en paix cher époux et papa. Madame Louis Anro-Schaerer i Monsieur Aldo Anro ; Monsieur et Madame Vincent Anro et leurs enfants, à Ivréa ; Madame et Monsieur Gino Odisio-Anro et leurs enfants, à Ivréa ; Madame et Monsieur Emile Bâhler-Schaerer ; Madame veuve Martha Lerf-Schaerer et son fils, à Berne, ainsi que les familles parentes et alliées, ont la profonde douleur de faire part à leurs amis et connaissances du décès de leur cher époux, père, frère, beaufrère, oncle, neveu, cousin, parent et ami, Monsieur Louis ANRO que Dieu a repris à Lui, mardi, à 3 heures du matin, à l'âge de r * 3 ans, après une longue et pénible maladie, supportée avec courage, muni des saints sacrements de l'Eglise. La Chaux-de-Fonds, le 19 mars 1957. L'inhumation, sans suite, aura lieu jeudi 21 mars, à 11 h. 30. Culte au domicile, à 11 heures. Une urne funéraire sera déposée devant le domicile mortuaire, rue de la Promenade 32. Un office de Requiem sera célèbre en l'église du Sacré-Cœur, jeudi matin, à 8 heures. Cet avis tient Heu de lettre de faire part ",EXP-1957-03-20-a-i0277,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1957-03-20-a-i0277
"""'1 WIÊSÊÊ _^ _^ cateaiix utes M _WJmWJ / JM ^~ _î "" _^ _' P _' appréciés (MgP Garniture de toilette I fl _^ J \ 2 BELLE GARNITURE E N TISSU ÉPONGE K / _f _» 0 _JMMT Drap de bainS 100 X 150 cm. 14.80 (\ j ^^ Lavette 25 X 25 cm. —. 80 p , IÊÉB _^ TX Llnge de toiletf 0 50 X 88 cm. 4.60 & *&§ yf j Drap de bain » 85 X 130 cm, 10.80 _fc Oh _^'t Lavette 26 X 26 cm. —. 80 VF JR _^ -r | E Linge de toiletta 55 Xi 00 cm. 5.50 & HT \ j H _\ Drap de bains 120 X 160 cm. 19.80 & _Kr Ù _ y * Lavette 25 X 25 cm. —. 95 1 §> f /] ]\ ET LA RISTOURNEI I » 0 iMte _^ _SKH ^^ _fl & H ^^ ÉH- _' O'é-tage _Hfe | _V 'BMag. I ",EXP-1957-12-21-a-i0274,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1957-12-21-a-i0274
"I m Vases à fleurs m JARDINIÈRES faïence relief. PANIERS faïence relief. -STATUES en bisdbit. STATUES en terre cuite. PLATEAUX i Y. _JT ? S fond _JJWjto. I PLATS à gratin monture nickel. H Nouvelles RAPES h sncre, cho-I colat, amandes, pommes de terre, I fromage, système très pratique I indispensable dans tous les raé-I nages, 3855-243 S Spécialité d'articles pour i TOMBOLAS S _% SmW _^ ""l'devantures da ~ W * X \ BGranflBazarAnPanierFleuri ",IMP-1890-07-03-a-i0039,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/IMP-1890-07-03-a-i0039
"LA CHAUX-DE-FONDS Siège : 10, av. Léopold-Robert Agence « Métropole » : 78, av. Léopold <& Robert < 0 -Ê ^^^ fe *** /, _$ _& \ _^-. 0° _? * o LE _LOCLE 5 » rue H.-Grandjean -\> _AMWmmW _ W _ _£ _r _ Jm _JrJ _^ _mZs _& J _~ AV AWÏ éSr J ET _Bj r _^ m-rnT ",IMP-1971-05-10-a-i0169,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/IMP-1971-05-10-a-i0169
"LA FÉDÉRATION SUISSE DES TYPOGRAPHES SECTION DE LA CHAUX-DE-FONDS a le pénible devoir de faire part à ses membres du décès de leur confrère pensionné Monsieur Henri Schallenberger L'incinération aura lieu vendredi 14 mai, à 11 heures. Rendez-vous des membres au crématoire. Le comité. ",IMP-1971-05-13-a-i0324,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/IMP-1971-05-13-a-i0324
"ÉQUIPES Le Locle Eymann ( 1), Bischof ( 2), Huguenin ( 3), Veya ( 4), Humair ( 5), Kiener ( 6), Vermot ( 7), J.-P. Dubois ( 8), Dupraz ( 9), Siméoni ( 10), Bosset ( 11), Porret ( 12), Borel ( 13) et Çoinçon comme remplaçant gardien. '.. ¦ Central-Frïbourg Châssôt ( 1), Brotllet ( 2), Siffert, ( 3), Jelk ( 4), P. Mauron ( 5), Jungo ( 6), Wyimaim ( 7), Cotting ( 8), Uldry ( 9), Repond ( 10), Reveney ( 11), Coral ( 12), Maillard J ( 13). ",IMP-1971-08-28-a-i0044,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/IMP-1971-08-28-a-i0044
"_HLfUHUMliail »—MM H'¦> Mm III III— 'IIB Que ton repos soit doux comme ton cœur fut bon. Monsieur Marcel Jacot, à Fleurier ; Monsieur et Madame Joachim Wyss-Jacot, à la Jonchère ; Monsieur et Madame René Guye, à la Chaux-de-Fonds, leurs enfants et tits-enfants ; Madame Gertrude Bieler-Guye, à Fleurier ; Madame Arthur Jacot et famille, à Fleurier ; Madame Frida Pelizzi et famille, à Fleurier ; Madame Edmond Jacot, à Fleurier ; Madame Modeste Jacot, à Fleurier ; Monsieur et Madame Georges Jacot et famille, à Fleurier, ainsi que les familles parentes et alliées, ont le grand chagrin de faire part du décès de Madame Irène JACOT née GUYE leur chère épouse, mère, belle-mère, sœur, belle-sœur, tante, cousine, parente et amie, enlevée à leur tendre affection vendredi 26 janvier 1973, dans sa 78 me année, après une courte maladie. Fleurier, le 26 janvier 1973. Venez à moi, vous tous qui êtes fatigués et chargés et je vous donnerai du repos. Mat. 11 : 28. Domicile mortuaire : hôpital de Fleurier. L'enterrement aura lieu le lundi 29 janvier, à Fleurier, à 13 h 30. Culte à la chapelle du cimetière. Prière de ne pas faire de visite Au lieu de fleurs, veuillez penser à l'Oeuvre de la sœur visitante à Fleurier, c. c. p. 20-6143 Cet avis tient lieu de lettre de faire part ",EXP-1973-01-27-a-i0179,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1973-01-27-a-i0179
"Le Se ""'de l'Université de Neuchâtel a le profond regret de faire pan de la perte douIoureuse qu'il vient d'éprouver en la personne de \ li / / Monsieur Cari professeur honoraire, ancien recteur de l'Université décédé le 5 février 1973, à Neuchâtel. L'incinération aura lieu dans l'intimité. Un service religieux sera célébré au temple de Serrières, le jeudi 8 février à 14 heures.'Neuchâtel, le 5 février 1973 Au nom du Sénat Le recteur : Werner Sôrensen (S I pj » % OTT . . ",EXP-1973-02-08-a-i0026,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1973-02-08-a-i0026
"Monsieur Charles Pache-Hirschi ; Monsieur Roland Pache et ses enfants ; Monsieur et Madame Bernard Pache-Smith, à Serrières ; Monsieur et Madame Marc Pache et leur fille, à Saint-Biaise ; Monsieur Philippe Pache ; Les familles Hirschi, parentes et alliées, ont le chagrin de faire part du décès de Madame Charles PACHE née Marie HIRSCHI leur chère épouse, maman, grand-maman, fille, sœur, belle-sœur, tante, parente et amie, que Dieu a reprise à Lui, dans sa 61 me année, après une très longue maladie. 2012 Auvernier, le 6 juillet 1973. (Bala 9). Dieu est amour. L'incinération aura lieu à Neuchâtel, lundi 9 juillet. Culte à la chapelle du crématoire à 17 heures. Domicile mortuaire : pavillon du cimetière de Beauregard. Cet avis tient lieu de lettre de faire, part ",EXP-1973-07-09-a-i0019,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1973-07-09-a-i0019
"àmtW _^ ÊK ^^. ^^^ _fl _» ""' _a _* : î ..... i in-i _^ .. _^ i _^ n _. _^ i _^ _p _^ _Mn i ¦ i _i _ .- >> AiÛiHiÈii _^ i _^ i _^ _MB _^ iii _^ _Mi _^ _HBa * &^~. ^^ ÊBÊ _^ S ^^^ _^ _~ Ql : : : :: ï ::: : : _Wm _^ « _ÉTT _JT _1 _fla _^ E HiW- ^^ "" mmWimk _vrfà. t _^ _JJ __ -i _'¦ _jtf ^* ¦ * * « *'* _ip î-BP _^ _B W _sT ^^^ _tf * i _^ 1 Hiv _^ _ _SOLPE _^ _^ t ^^ à prix sensas ^^ _# _^ _^ PLUS LA i mmr _^ DOUBLE _S _^ _- RISTOURNE _^ _^ _^ _f sur fi © _aas les © silcles ^^ fc _^ _. _* ^^ _, _tf dcins cha ^? ae rayon ^^© ",EXP-1973-07-13-a-i0325,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1973-07-13-a-i0325
"Im W * l ^^ _JIIIïIIB / _IlEDUflUFlITF \ M _« e _$ Saint-Honoré i /'\ ¦ _Ê ^^?* * _* | ; d'vi MÊïWmmrtnmHncNIc¦«sa^M.uric.nBAA^HHPlfuil 1PSSI''1WIB\/ _imw\â»é*oïl/1Iwliw;-^ B-* _sSÊUk _^ r _^ _^ > _^ ^^^^^^^ PppfâJF' _> v indice 10°'o en sus >^ "" _^ _K _^ _SH _^ _i _ SIB _^ N M, M | rt,. | ., _» n _. _rM _^ _tlBCTur __ w |||| WPM | M | M _^ _^ ",EXP-1973-11-05-a-i0167,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1973-11-05-a-i0167
"RESULTAT des essais da Lait du 24 Janvier 1905 Les laitiers sont classés dans ce tableau d'après la qualité du lait qu'ils fournissent. Noms, Prénoms et Domicile || _jfl S ?» OBSERVATIONS **''"" -, ¦ ¦—. ¦ ¦ Robert frères, Eplatures 17 41 38. 5 13, 55 Thiébaud, Jules, Eplatures 98 40 32. 3 13, 13 Landry, Charles, Parc 86 42 81, 2 13. 10 Hirschy, veuve. Tilleuls 16 40 32,-. 13. 05 Jeanmaire, Fritz, Eplatures 27 35 32, 5 12. 59 Taillard, Adrien, Léopold-Robert 143 35 32. 5 12. 59 Hadorn. Fritz. Eplatures 2 36 31. 9 12, 56 Taillard, Adrien, Doubs 61 3 * 32, 8 12. 55 Robert, Henri, Eplatures 15 85 32. 2 12. 52 Schmidiger-Fluckiger, F., Paix 70 37 30 6 12, 35 _Amstutz, veuve. Eplatures 7 85 31. 5 12, 34 Isely, Jacob, Numa-Droz 118 35 31, 4 12, 32 Buhler, Arnold, Parc 6 G 33 31, 7 12, 15 Gartin, Marthe, Parc 83 30 33,- 12. 12 —»-_> ~~ La Chaux-de-Fonds, le 6 ? évrier 1900. Direction de Polloa. Belle Maculature en vente pendant _guelgues jours S'adresser de suite A L'Imprimerie A. Courvoisier, Place du _MarchS. ",IMP-1905-02-08-a-i0040,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/IMP-1905-02-08-a-i0040
"9, RUE NEUVE | CHflUX. DE ** _TOMDS RUE f _» EUVE 9 A _eeAmfllt & A nrÂnÂralA de 9 actionnaires et des délégués des Sociétés _raaoemaUfi ©» g « 3 _SM _? l «* S 0 téressées, le jeudi 10 août, à 8'/, h. du soir, Grande Salle de la Croix-CIeuc. — Les titres seront réclames à l'entrée. Ordre du jour. — 1. Protocole de la dernière assemblée. — 2. Rapport de gestion du Conseil d'administration. — 3. Rapport de la Commission de vérification des comptes. — 4. Dividende. — 5. Répartition du bénéfice. — 6. Question d'une 2 me Officine. — 7. Nomination de 5 membres du Conseil d'administration. — 8. Nomination des Commissaires-vérificateurs. — 9. Divers. Le compte-rendu financier est affiché à la Pharmacie. 15121-5 ",IMP-1905-08-11-a-i0075,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/IMP-1905-08-11-a-i0075
"ILa Filature et Fabrique île Draps et _Hilaines I Henri BERGER-BESSON _, à ÉCLÉPENS ( Vaud) 1 médaille d'or Vevey 1901 Médaille d'or Vevey 1901 se __ recommande aux propriétaires de moutons pour ia fabrication à façon de B mitaine *, et de lions _drajis uuis et façonnés pour hommes et femmes, aux g prix les plus réduits. — Filage de laines à trîcoer. H-35067-L H Prière d'envoyer les laines en gare ou poste d'Eclépens ( Vaud) et de met- B tre dans chaque sac uue lettre d'instruction pour le travail. 1480 G-5 ¦ Vente de Draps, ! ¥ ii-Draps, Cheviots et Milaines pour Hommes, Femmes et Enfants. Envol d'échantillons sur demande. Prix avantacenx. — S'adresser directe- H ment à la maison ou chez M. J. DKOZ, rue du _Doulis 135. Chaux-de-Fonds B ",IMP-1905-10-15-a-i0076,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/IMP-1905-10-15-a-i0076
Banque Coopérative Suisse FRIBOURC Place de la gare m \ M & Mmm ïr. n. m. m A partir du 31 jun iier 1930 le taux de nos nouvelles Obligations sera abaissé île l ¦-\ ,LLE-1930-01-25-a-i0014,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-1930-01-25-a-i0014
"r Fête léiraie des eimnstes il rariisiiiioe Parc des Sports de Copct VEVEY 9 et 10 août 1930 Participation î 490 gymnastes couronnés — Equipe olympique samedi des 21 h. 39: GRANDE FêTE VEIUTIEME avec bataille de confettis ~ W 8?* Trains spéciaux Samedi, 10 h.: ¦ Concours des vétérans Dimanclie, dès 7 h., concours de lélite de. s gymnastes suisses ",LLE-1930-08-02-a-i0053,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-1930-08-02-a-i0053
